car,overall_position,class_position,team,vehicle,class,race,event_duration,season,laps,total_time,gap_first,gap_car_ahead,tyres,status,fl_lap_number,fl_time,fl_kph_average,season_race,fl_time_seconds
GR Racing #86,30,8,GR Racing,Porsche 911 RSR - 19,LMGTE Am,Fuji,6,2023,210,6:02:55.624,19 Laps,2.524,Michelin,Classified,203.0,00:01:38.758000,166.3,Fuji-2023,98.758
Richard Mille AF Corse #83,31,9,Richard Mille AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Fuji,6,2023,209,6:01:50.517,20 Laps,1 Laps,Michelin,Classified,194.0,00:01:38.342000,167.0,Fuji-2023,98.342
D'Station Racing #777,32,10,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,Fuji,6,2023,209,6:02:10.934,20 Laps,20.417,Michelin,Classified,6.0,00:01:38.920000,166.1,Fuji-2023,98.92
Iron Lynx #60,33,11,Iron Lynx,Porsche 911 RSR - 19,LMGTE Am,Fuji,6,2023,209,6:02:50.410,20 Laps,39.476,Michelin,Classified,181.0,00:01:38.524000,166.7,Fuji-2023,98.524
AF Corse #21,34,12,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Fuji,6,2023,208,6:01:50.085,21 Laps,1 Laps,Michelin,Classified,142.0,00:01:39.208000,165.6,Fuji-2023,99.208
ORT by TF #25,35,13,ORT by TF,Aston Martin Vantage AMR,LMGTE Am,Fuji,6,2023,206,6:02:38.343,23 Laps,2 Laps,Michelin,Classified,199.0,00:01:39.115000,165.7,Fuji-2023,99.115
Porsche Penske Motorsport #5,36,12,Porsche Penske Motorsport,Porsche 963,Hypercar,Fuji,6,2023,182,6:03:00.993,47 Laps,24 Laps,Michelin,Classified,161.0,00:01:30.983000,180.5,Fuji-2023,90.983
Toyota Gazoo Racing #7,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Sebring,8,2023,239,8:00:19.877,0,0,Michelin,Classified,24.0,00:01:48.362000,200.0,Sebring-2023,108.362
Toyota Gazoo Racing #8,2,2,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Sebring,8,2023,239,8:00:22.045,2.168,2.168,Michelin,Classified,31.0,00:01:47.885000,200.8,Sebring-2023,107.885
Ferrari AF Corse #50,3,3,Ferrari AF Corse,Ferrari 499P,Hypercar,Sebring,8,2023,237,8:00:20.318,2 Laps,2 Laps,Michelin,Classified,169.0,00:01:48.483000,199.7,Sebring-2023,108.483
Cadillac Racing #2,4,4,Cadillac Racing,Cadillac V-Series.R,Hypercar,Sebring,8,2023,237,8:00:30.445,2 Laps,10.127,Michelin,Classified,207.0,00:01:48.607000,199.5,Sebring-2023,108.607
Porsche Penske Motorsport #5,5,5,Porsche Penske Motorsport,Porsche 963,Hypercar,Sebring,8,2023,235,8:00:36.916,4 Laps,2 Laps,Michelin,Classified,59.0,00:01:49.511000,197.9,Sebring-2023,109.511
Porsche Penske Motorsport #6,6,6,Porsche Penske Motorsport,Porsche 963,Hypercar,Sebring,8,2023,235,8:01:00.913,4 Laps,23.997,Michelin,Classified,29.0,00:01:49.324000,198.2,Sebring-2023,109.324
Hertz Team JOTA #48,7,1,Hertz Team JOTA,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:00:31.211,9 Laps,5 Laps,Goodyear,Classified,195.0,00:01:51.788000,193.8,Sebring-2023,111.788
United Autosports #22,8,2,United Autosports,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:00:34.074,9 Laps,2.863,Goodyear,Classified,206.0,00:01:51.689000,194.0,Sebring-2023,111.689
Prema Racing #63,9,3,Prema Racing,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:01:03.209,9 Laps,29.135,Goodyear,Classified,191.0,00:01:52.056000,193.4,Sebring-2023,112.056
Inter Europol Competition #34,10,4,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:01:26.934,9 Laps,23.725,Goodyear,Classified,90.0,00:01:51.715000,194.0,Sebring-2023,111.715
Team WRT #41,11,5,Team WRT,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:01:27.884,9 Laps,0.950,Goodyear,Classified,192.0,00:01:52.243000,193.0,Sebring-2023,112.243
JOTA #28,12,6,JOTA,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:01:34.475,9 Laps,6.591,Goodyear,Classified,197.0,00:01:51.494000,194.3,Sebring-2023,111.494
Team WRT #31,13,7,Team WRT,Oreca 07 - Gibson,LMP2,Sebring,8,2023,230,8:01:59.894,9 Laps,25.419,Goodyear,Classified,214.0,00:01:52.071000,193.3,Sebring-2023,112.071
Prema Racing #9,14,8,Prema Racing,Oreca 07 - Gibson,LMP2,Sebring,8,2023,229,8:01:29.758,10 Laps,1 Laps,Goodyear,Classified,18.0,00:01:51.747000,193.9,Sebring-2023,111.747
Ferrari AF Corse #51,15,7,Ferrari AF Corse,Ferrari 499P,Hypercar,Sebring,8,2023,228,8:00:39.158,11 Laps,1 Laps,Michelin,Classified,19.0,00:01:48.892000,199.0,Sebring-2023,108.892
Alpine Elf Team #36,16,9,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Sebring,8,2023,228,8:01:55.864,11 Laps,1'16.706,Goodyear,Classified,144.0,00:01:51.406000,194.5,Sebring-2023,111.406
Corvette Racing #33,17,1,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Am,Sebring,8,2023,221,8:01:42.512,18 Laps,7 Laps,Michelin,Classified,206.0,00:01:59.240000,181.7,Sebring-2023,119.24
Dempsey - Proton Racing #77,18,2,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Sebring,8,2023,219,8:00:22.417,20 Laps,2 Laps,Michelin,Classified,94.0,00:01:59.145000,181.9,Sebring-2023,119.145
Kessel Racing #57,19,3,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,Sebring,8,2023,219,8:00:37.009,20 Laps,14.592,Michelin,Classified,204.0,00:01:59.143000,181.9,Sebring-2023,119.143
AF Corse #21,20,4,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Sebring,8,2023,219,8:01:28.002,20 Laps,50.993,Michelin,Classified,203.0,00:01:59.461000,181.4,Sebring-2023,119.461
AF Corse #54,21,5,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Sebring,8,2023,219,8:01:48.754,20 Laps,20.752,Michelin,Classified,79.0,00:01:59.189000,181.8,Sebring-2023,119.189
Iron Lynx #60,22,6,Iron Lynx,Porsche 911 RSR - 19,LMGTE Am,Sebring,8,2023,219,8:02:16.262,20 Laps,27.508,Michelin,Classified,86.0,00:01:59.146000,181.9,Sebring-2023,119.146
GR Racing #86,23,7,GR Racing,Porsche 911 RSR - 19,LMGTE Am,Sebring,8,2023,218,8:00:28.611,21 Laps,1 Laps,Michelin,Classified,154.0,00:01:59.227000,181.7,Sebring-2023,119.227
Iron Dames #85,24,8,Iron Dames,Porsche 911 RSR - 19,LMGTE Am,Sebring,8,2023,218,8:00:29.222,21 Laps,0.611,Michelin,Classified,156.0,00:01:59.352000,181.6,Sebring-2023,119.352
Vector Sport #10,25,10,Vector Sport,Oreca 07 - Gibson,LMP2,Sebring,8,2023,218,8:00:44.277,21 Laps,15.055,Goodyear,Classified,18.0,00:01:52.012000,193.4,Sebring-2023,112.012
ORT by TF #25,26,9,ORT by TF,Aston Martin Vantage AMR,LMGTE Am,Sebring,8,2023,217,8:01:57.229,22 Laps,1 Laps,Michelin,Classified,205.0,00:01:59.918000,180.7,Sebring-2023,119.918
D'Station Racing #777,27,10,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,Sebring,8,2023,217,8:02:07.467,22 Laps,10.238,Michelin,Classified,20.0,00:01:59.580000,181.2,Sebring-2023,119.58
Northwest AMR #98,28,11,Northwest AMR,Aston Martin Vantage AMR,LMGTE Am,Sebring,8,2023,216,8:01:29.706,23 Laps,1 Laps,Michelin,Classified,93.0,00:01:59.995000,180.6,Sebring-2023,119.995
Project 1 - AO #56,29,12,Project 1 - AO,Porsche 911 RSR - 19,LMGTE Am,Sebring,8,2023,215,8:00:32.953,24 Laps,1 Laps,Michelin,Classified,183.0,00:01:59.497000,181.3,Sebring-2023,119.497
Floyd Vanwall Racing Team #4,30,8,Floyd Vanwall Racing Team,Vanwall Vandervell 680,Hypercar,Sebring,8,2023,215,8:02:11.972,24 Laps,1'39.019,Michelin,Classified,26.0,00:01:50.788000,195.6,Sebring-2023,110.788
Peugeot TotalEnergies #93,31,9,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Sebring,8,2023,213,8:02:02.691,26 Laps,2 Laps,Michelin,Classified,194.0,00:01:50.478000,196.1,Sebring-2023,110.478
Peugeot TotalEnergies #94,32,10,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Sebring,8,2023,141,8:01:07.745,98 Laps,72 Laps,Michelin,Not classified,141.0,00:01:50.092000,196.8,Sebring-2023,110.092
Alpine Elf Team #35,33,11,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Sebring,8,2023,139,4:56:43.210,100 Laps,2 Laps,Goodyear,Not classified,43.0,00:01:52.874000,192.0,Sebring-2023,112.874
United Autosports #23,34,12,United Autosports,Oreca 07 - Gibson,LMP2,Sebring,8,2023,91,3:15:54.916,148 Laps,48 Laps,Goodyear,Not classified,29.0,00:01:51.835000,193.8,Sebring-2023,111.835
Glickenhaus Racing #708,35,11,Glickenhaus Racing,Glickenhaus 007,Hypercar,Sebring,8,2023,62,2:17:21.494,177 Laps,29 Laps,Michelin,Not classified,4.0,00:01:51.620000,194.1,Sebring-2023,111.62
Richard Mille AF Corse #83,36,13,Richard Mille AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Sebring,8,2023,4,9:53.931,235 Laps,58 Laps,Michelin,Not classified,3.0,00:02:01.678000,178.1,Sebring-2023,121.678
Audi Sport Team Joest #2,1,1,Audi Sport Team Joest,Audi R18 TDI,LMP1,LeMans,24,2011,355,24:02:21.525,0,0,Michelin,Classified,229.0,00:03:25.289000,239.0,LeMans-2011,205.289
Team Peugeot Total #9,2,2,Team Peugeot Total,Peugeot 908,LMP1,LeMans,24,2011,355,24:02:35.379,13.854,13.854,Michelin,Classified,227.0,00:03:26.298000,237.8,LeMans-2011,206.298
Peugeot Sport Total #8,3,3,Peugeot Sport Total,Peugeot 908,LMP1,LeMans,24,2011,353,24:03:24.956,2 Laps,2 Laps,Michelin,Classified,247.0,00:03:27.790000,236.1,LeMans-2011,207.79
Peugeot Sport Total #7,4,4,Peugeot Sport Total,Peugeot 908,LMP1,LeMans,24,2011,351,24:03:06.661,4 Laps,2 Laps,Michelin,Classified,188.0,00:03:27.713000,236.2,LeMans-2011,207.713
Team Oreca Matmut #10,5,5,Team Oreca Matmut,Peugeot 908 HDI-FAP,LMP1,LeMans,24,2011,339,24:04:09.307,16 Laps,12 Laps,Michelin,Classified,215.0,00:03:29.443000,234.3,LeMans-2011,209.443
Rebellion Racing #12,6,6,Rebellion Racing,Lola B 10/60 Coupe-Toyota,LMP1,LeMans,24,2011,338,24:04:19.858,17 Laps,1 Laps,Michelin,Classified,224.0,00:03:36.495000,226.6,LeMans-2011,216.495
Kronos Racing #22,7,7,Kronos Racing,Lola Aston Martin,LMP1,LeMans,24,2011,328,24:05:29.523,27 Laps,10 Laps,Michelin,Classified,30.0,00:03:39.803000,223.2,LeMans-2011,219.803
Greaves Motorsport #41,8,1,Greaves Motorsport,Zytek Nissan,LMP2,LeMans,24,2011,326,24:02:37.056,29 Laps,2 Laps,Dunlop,Classified,217.0,00:03:43.883000,219.2,LeMans-2011,223.883
Signatech Nissan #26,9,2,Signatech Nissan,Oreca 03-Nissan,LMP2,LeMans,24,2011,320,24:04:56.753,35 Laps,6 Laps,Dunlop,Classified,79.0,00:03:42.625000,220.4,LeMans-2011,222.625
Level 5 Motorsports #33,10,3,Level 5 Motorsports,Lola Coupe-Honda Performance Development,LMP2,LeMans,24,2011,319,24:04:36.506,36 Laps,1 Laps,Michelin,Classified,236.0,00:03:46.809000,216.3,LeMans-2011,226.809
Corvette Racing #73,11,1,Corvette Racing,Chevrolet Corvette C6 ZR1,LMGTE Pro,LeMans,24,2011,314,24:02:52.851,41 Laps,5 Laps,Michelin,Classified,200.0,00:04:00.553000,204.0,LeMans-2011,240.553
RML #36,12,4,RML,Honda Performance Development Arx 01 D,LMP2,LeMans,24,2011,314,24:04:11.010,41 Laps,1'18.159,Dunlop,Classified,249.0,00:03:45.622000,217.5,LeMans-2011,225.622
AF Corse Srl #51,13,2,AF Corse Srl,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,314,24:05:22.386,41 Laps,1'11.376,Michelin,Classified,167.0,00:03:59.415000,204.9,LeMans-2011,239.415
Oak Racing #49,14,5,Oak Racing,Oak Pescarolo-BMW,LMP2,LeMans,24,2011,313,24:04:08.003,42 Laps,1 Laps,Dunlop,Classified,271.0,00:03:45.057000,218.0,LeMans-2011,225.057
BMW Motorsport #56,15,3,BMW Motorsport,BMW M3 GT,LMGTE Pro,LeMans,24,2011,313,24:05:23.885,42 Laps,1'15.882,Dunlop,Classified,241.0,00:03:58.876000,205.4,LeMans-2011,238.876
Team Felbermayr-Proton #77,16,4,Team Felbermayr-Proton,Porsche 911 RSR (997),LMGTE Pro,LeMans,24,2011,312,24:04:41.045,43 Laps,1 Laps,Michelin,Classified,203.0,00:04:00.221000,204.2,LeMans-2011,240.221
Imsa Performance Matmut #76,17,5,Imsa Performance Matmut,Porsche 911 RSR (997),LMGTE Pro,LeMans,24,2011,311,24:04:47.725,44 Laps,1 Laps,Michelin,Classified,199.0,00:04:00.952000,203.6,LeMans-2011,240.952
Flying Lizard Motorsports #80,18,6,Flying Lizard Motorsports,Porsche 911 RSR (997),LMGTE Pro,LeMans,24,2011,310,24:03:07.393,45 Laps,1 Laps,Michelin,Classified,264.0,00:04:01.585000,203.1,LeMans-2011,241.585
Race Performance #40,19,6,Race Performance,Oreca 03-Judd BMW,LMP2,LeMans,24,2011,304,24:02:29.964,51 Laps,6 Laps,Dunlop,Classified,227.0,00:03:44.546000,218.5,LeMans-2011,224.546
Larbre Competition #50,20,1,Larbre Competition,Chevrolet Corvette C6 ZR1,LMGTE Am,LeMans,24,2011,302,24:02:24.244,53 Laps,2 Laps,Michelin,Classified,185.0,00:04:06.478000,199.1,LeMans-2011,246.478
Larbre Competition #70,21,2,Larbre Competition,Porsche 911 RSR (997),LMGTE Am,LeMans,24,2011,301,24:04:47.759,54 Laps,1 Laps,Michelin,Classified,10.0,00:04:04.546000,200.6,LeMans-2011,244.546
Lotus Jetalliance #65,22,7,Lotus Jetalliance,Lotus Evora,LMGTE Pro,LeMans,24,2011,295,24:03:05.948,60 Laps,6 Laps,Michelin,Classified,189.0,00:04:07.958000,197.9,LeMans-2011,247.958
Prospeed Competition #75,23,8,Prospeed Competition,Porsche 911 RSR (997),LMGTE Pro,LeMans,24,2011,293,24:03:02.576,62 Laps,2 Laps,Michelin,Classified,198.0,00:04:00.980000,203.6,LeMans-2011,240.98
JMW Motorsport #66,24,9,JMW Motorsport,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,290,24:02:42.307,65 Laps,3 Laps,Dunlop,Classified,27.0,00:04:01.480000,203.2,LeMans-2011,241.48
Oak Racing #35,25,7,Oak Racing,Oak Pescarolo-Judd BMW,LMP2,LeMans,24,2011,288,24:03:47.747,67 Laps,2 Laps,Dunlop,Classified,52.0,00:03:50.658000,212.7,LeMans-2011,230.658
Robertson Racing LLC #68,26,3,Robertson Racing LLC,Ford GT-Doran,LMGTE Am,LeMans,24,2011,285,24:05:56.706,70 Laps,3 Laps,Michelin,Classified,206.0,00:04:07.417000,198.3,LeMans-2011,247.417
JMB Racing #83,27,4,JMB Racing,Ferrari F430,LMGTE Am,LeMans,24,2011,272,24:02:52.714,83 Laps,13 Laps,Michelin,Classified,27.0,00:04:05.762000,199.6,LeMans-2011,245.762
Extreme Limite AM Paris #44,28,8,Extreme Limite AM Paris,Norma M200P-Judd BMW,LMP2,LeMans,24,2011,247,24:04:48.656,108 Laps,25 Laps,Dunlop,Not classified,78.0,00:03:55.254000,208.6,LeMans-2011,235.254
Pescarolo Team #16,29,8,Pescarolo Team,Pescarolo Judd,LMP1,LeMans,24,2011,305,21:43:59.484,50 Laps,-58 Laps,Michelin,Retired,288.0,00:03:34.472000,228.8,LeMans-2011,214.472
BMW Motorsport #55,30,10,BMW Motorsport,BMW M3 GT,LMGTE Pro,LeMans,24,2011,276,21:34:16.710,79 Laps,29 Laps,Dunlop,Retired,206.0,00:03:59.708000,204.7,LeMans-2011,239.708
Corvette Racing #74,31,11,Corvette Racing,Chevrolet Corvette C6 ZR1,LMGTE Pro,LeMans,24,2011,211,16:31:34.740,144 Laps,65 Laps,Michelin,Retired,206.0,00:03:59.815000,204.6,LeMans-2011,239.815
Flying Lizard Motorsports #81,32,5,Flying Lizard Motorsports,Porsche 911 RSR (997),LMGTE Am,LeMans,24,2011,211,17:17:12.678,144 Laps,45'37.938,Michelin,Retired,7.0,00:04:05.411000,199.9,LeMans-2011,245.411
Team Oreca Matmut #48,33,9,Team Oreca Matmut,Oreca 03-Nissan,LMP2,LeMans,24,2011,200,15:06:59.096,155 Laps,11 Laps,Michelin,Retired,165.0,00:03:41.536000,221.5,LeMans-2011,221.536
Proton Competition #63,34,6,Proton Competition,Porsche 911 RSR (997),LMGTE Am,LeMans,24,2011,199,16:31:19.331,156 Laps,1 Laps,Michelin,Retired,193.0,00:04:03.613000,201.4,LeMans-2011,243.613
Rebellion Racing #13,35,9,Rebellion Racing,Lola B 10/60 Coupe-Toyota,LMP1,LeMans,24,2011,190,13:53:10.667,165 Laps,9 Laps,Michelin,Retired,3.0,00:03:37.102000,226.0,LeMans-2011,217.102
AF Corse SRL #61,36,7,AF Corse SRL,Ferrari F430,LMGTE Am,LeMans,24,2011,188,15:22:50.296,167 Laps,2 Laps,Michelin,Retired,60.0,00:04:04.288000,200.8,LeMans-2011,244.288
Luxury Racing #59,37,12,Luxury Racing,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,183,14:59:51.860,172 Laps,5 Laps,Michelin,Retired,129.0,00:04:00.788000,203.8,LeMans-2011,240.788
AF Corse #71,38,13,AF Corse,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,178,15:54:45.044,177 Laps,5 Laps,Michelin,Retired,94.0,00:04:03.057000,201.9,LeMans-2011,243.057
Team Felbermayr-Proton #88,39,14,Team Felbermayr-Proton,Porsche 911 RSR (997),LMGTE Pro,LeMans,24,2011,169,15:33:47.875,186 Laps,9 Laps,Michelin,Retired,11.0,00:04:02.299000,202.5,LeMans-2011,242.299
Strakka Racing #42,40,10,Strakka Racing,Honda Performance Development Arx 01 D,LMP2,LeMans,24,2011,144,11:15:47.171,211 Laps,25 Laps,Michelin,Retired,136.0,00:03:44.820000,218.2,LeMans-2011,224.82
Gulf AMR Middle East #60,41,8,Gulf AMR Middle East,Aston Martin Vantage,LMGTE Am,LeMans,24,2011,141,12:33:55.601,214 Laps,3 Laps,Dunlop,Retired,24.0,00:04:04.755000,200.5,LeMans-2011,244.755
Pecom Racing #39,42,11,Pecom Racing,Lola B11/40-Judd Bmw,LMP2,LeMans,24,2011,139,10:55:48.358,216 Laps,2 Laps,Michelin,Retired,82.0,00:03:45.283000,217.8,LeMans-2011,225.283
Hankook-Team Farnbacher #89,43,15,Hankook-Team Farnbacher,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,137,13:21:07.058,218 Laps,2 Laps,Hankook,Retired,28.0,00:04:01.390000,203.3,LeMans-2011,241.39
Luxury Racing #58,44,16,Luxury Racing,Ferrari 458 Italia,LMGTE Pro,LeMans,24,2011,136,15:00:19.266,219 Laps,1 Laps,Michelin,Retired,11.0,00:04:02.357000,202.4,LeMans-2011,242.357
Lotus Jetalliance #64,45,17,Lotus Jetalliance,Lotus Evora,LMGTE Pro,LeMans,24,2011,126,12:29:52.650,229 Laps,10 Laps,Michelin,Retired,61.0,00:04:19.377000,189.2,LeMans-2011,259.377
Krohn Racing #57,46,9,Krohn Racing,Ferrari F430,LMGTE Am,LeMans,24,2011,123,10:22:41.569,232 Laps,3 Laps,Dunlop,Retired,97.0,00:04:05.181000,200.1,LeMans-2011,245.181
Oak Racing #24,47,10,Oak Racing,Oak Pescarolo-Judd,LMP1,LeMans,24,2011,119,9:07:45.055,236 Laps,4 Laps,Dunlop,Retired,79.0,00:03:45.127000,217.9,LeMans-2011,225.127
Audi Sport Team Joest #1,48,11,Audi Sport Team Joest,Audi R18 TDI,LMP1,LeMans,24,2011,116,7:37:45.596,239 Laps,3 Laps,Michelin,Retired,3.0,00:03:28.389000,235.4,LeMans-2011,208.389
Hope Racing #5,49,12,Hope Racing,Oreca Swiss Hy Tech-Hybrid,LMP1,LeMans,24,2011,115,13:44:09.589,240 Laps,1 Laps,Michelin,Retired,40.0,00:03:50.255000,213.1,LeMans-2011,230.255
CRS Racing #62,50,10,CRS Racing,Ferrari F430,LMGTE Am,LeMans,24,2011,84,6:39:21.429,271 Laps,31 Laps,Michelin,Retired,77.0,00:04:08.998000,197.0,LeMans-2011,248.998
Oak Racing #15,51,13,Oak Racing,Oak Pescarolo-Judd,LMP1,LeMans,24,2011,80,11:03:19.563,275 Laps,4 Laps,Dunlop,Retired,48.0,00:03:38.674000,224.4,LeMans-2011,218.674
Jota #79,52,18,Jota,Aston Martin Vantage,LMGTE Pro,LeMans,24,2011,74,5:56:59.061,281 Laps,6 Laps,Dunlop,Retired,29.0,00:04:02.871000,202.0,LeMans-2011,242.871
Quifel-Asm Team #20,53,14,Quifel-Asm Team,Zytek 09 SC,LMP1,LeMans,24,2011,48,3:36:46.406,307 Laps,26 Laps,Dunlop,Retired,2.0,00:03:40.191000,222.8,LeMans-2011,220.191
Audi Sport North America #3,54,15,Audi Sport North America,Audi R18 TDI,LMP1,LeMans,24,2011,14,50:17.657,341 Laps,34 Laps,Michelin,Retired,3.0,00:03:28.462000,235.4,LeMans-2011,208.462
Aston Martin Racing #1007,55,16,Aston Martin Racing,Aston Martin AMR-One,LMP1,LeMans,24,2011,4,3:12:39.346,351 Laps,10 Laps,Michelin,Retired,2.0,00:03:48.099000,215.1,LeMans-2011,228.099
Aston Martin Racing #1009,56,17,Aston Martin Racing,Aston Martin AMR-One,LMP1,LeMans,24,2011,2,7:56.424,353 Laps,2 Laps,Michelin,Retired,2.0,00:03:51.783000,211.7,LeMans-2011,231.783
Audi Sport Team Joest #1,1,1,Audi Sport Team Joest,Audi R18 e-tron quattro,LMP1,Silverstone,6,2012,194,6:00:39.594,0,0,Michelin,Classified,2.0,00:01:44.520000,202.9,Silverstone-2012,104.52
Toyota Racing #7,2,2,Toyota Racing,Toyota TS030 - Hybrid,LMP1,Silverstone,6,2012,194,6:01:35.269,55.675,55.675,Michelin,Classified,139.0,00:01:44.059000,203.8,Silverstone-2012,104.059
Audi Sport Team Joest #2,3,3,Audi Sport Team Joest,Audi R18 ultra,LMP1,Silverstone,6,2012,194,6:01:54.021,1'14.427,18.752,Michelin,Classified,152.0,00:01:44.599000,202.7,Silverstone-2012,104.599
Rebellion Racing #13,4,4,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,Silverstone,6,2012,189,6:00:57.780,5 Laps,5 Laps,Michelin,Classified,158.0,00:01:47.082000,198.0,Silverstone-2012,107.082
Strakka Racing #21,5,5,Strakka Racing,HPD ARX 03a - Honda,LMP1,Silverstone,6,2012,189,6:00:58.407,5 Laps,0.627,Michelin,Classified,148.0,00:01:46.686000,198.8,Silverstone-2012,106.686
Rebellion Racing #12,6,6,Rebellion Racing,Lola B12/60 Coupé - Toyota,LMP1,Silverstone,6,2012,189,6:02:02.828,5 Laps,1'04.421,Michelin,Classified,164.0,00:01:47.074000,198.0,Silverstone-2012,107.074
JRM #22,7,7,JRM,HPD ARX 03a - Honda,LMP1,Silverstone,6,2012,187,6:01:48.719,7 Laps,2 Laps,Michelin,Classified,120.0,00:01:47.795000,196.7,Silverstone-2012,107.795
ADR-Delta #25,8,1,ADR-Delta,Oreca 03 - Nissan,LMP2,Silverstone,6,2012,183,6:01:30.997,11 Laps,4 Laps,Dunlop,Classified,5.0,00:01:51.315000,190.5,Silverstone-2012,111.315
Starworks Motorsports #44,9,2,Starworks Motorsports,HPD ARX 03b - Honda,LMP2,Silverstone,6,2012,183,6:01:36.650,11 Laps,5.653,Dunlop,Classified,142.0,00:01:51.315000,190.5,Silverstone-2012,111.315
Signatech Nissan #26,10,3,Signatech Nissan,Oreca 03 - Nissan,LMP2,Silverstone,6,2012,183,6:01:55.634,11 Laps,18.984,Dunlop,Classified,154.0,00:01:51.343000,190.4,Silverstone-2012,111.343
Pecom Racing #49,11,4,Pecom Racing,Oreca 03 - Nissan,LMP2,Silverstone,6,2012,182,6:00:56.116,12 Laps,1 Laps,Dunlop,Classified,162.0,00:01:51.356000,190.4,Silverstone-2012,111.356
Greaves Motorsport #42,12,5,Greaves Motorsport,Zytek Z11SN - Nissan,LMP2,Silverstone,6,2012,182,6:00:56.943,12 Laps,0.827,Dunlop,Classified,175.0,00:01:50.732000,191.5,Silverstone-2012,110.732
Oak Racing #24,13,6,Oak Racing,Morgan - Nissan,LMP2,Silverstone,6,2012,182,6:01:28.136,12 Laps,31.193,Dunlop,Classified,160.0,00:01:50.439000,192.0,Silverstone-2012,110.439
Jota #38,14,7,Jota,Zytek Z11SN - Nissan,LMP2,Silverstone,6,2012,182,6:02:19.652,12 Laps,51.516,Dunlop,Classified,50.0,00:01:51.487000,190.2,Silverstone-2012,111.487
Status GP #30,15,8,Status GP,Lola B12/80 Coupe - Judd,LMP2,Silverstone,6,2012,181,6:01:57.093,13 Laps,1 Laps,Dunlop,Classified,178.0,00:01:51.066000,190.9,Silverstone-2012,111.066
Murphy Prototypes #48,16,9,Murphy Prototypes,Oreca 03 - Nissan,LMP2,Silverstone,6,2012,180,6:01:21.768,14 Laps,1 Laps,Dunlop,Classified,65.0,00:01:52.001000,189.3,Silverstone-2012,112.001
Oak Racing #35,17,10,Oak Racing,Morgan - Nissan,LMP2,Silverstone,6,2012,176,6:00:49.154,18 Laps,4 Laps,Dunlop,Classified,41.0,00:01:51.392000,190.4,Silverstone-2012,111.392
Gulf Racing Middle East #29,18,11,Gulf Racing Middle East,Lola B12/80 Coupé - Nissan,LMP2,Silverstone,6,2012,176,6:01:53.819,18 Laps,1'04.665,Dunlop,Classified,20.0,00:01:54.075000,185.9,Silverstone-2012,114.075
Lotus #31,19,12,Lotus,Lola B12/80 Coupé - Lotus,LMP2,Silverstone,6,2012,174,6:02:14.151,20 Laps,2 Laps,Dunlop,Classified,134.0,00:01:53.477000,186.9,Silverstone-2012,113.477
Greaves Motorsport #41,20,13,Greaves Motorsport,Zytek Z11SN - Nissan,LMP2,Silverstone,6,2012,173,6:02:08.957,21 Laps,1 Laps,Dunlop,Classified,170.0,00:01:51.351000,190.4,Silverstone-2012,111.351
AF Corse #51,21,1,AF Corse,Ferrari F458 Italia,LMGTE Pro,Silverstone,6,2012,171,6:02:23.742,23 Laps,2 Laps,Michelin,Classified,144.0,00:02:01.741000,174.2,Silverstone-2012,121.741
JMW Motorsport #66,22,2,JMW Motorsport,Ferrari F458 Italia,LMGTE Pro,Silverstone,6,2012,169,6:00:55.295,25 Laps,2 Laps,Dunlop,Classified,142.0,00:02:02.603000,172.9,Silverstone-2012,122.603
Aston Martin Racing #97,23,3,Aston Martin Racing,Aston Martin Vantage V8,LMGTE Pro,Silverstone,6,2012,169,6:01:34.784,25 Laps,39.489,Michelin,Classified,168.0,00:02:01.758000,174.1,Silverstone-2012,121.758
