car,overall_position,class_position,team,vehicle,class,race,event_duration,season,laps,total_time,gap_first,gap_car_ahead,tyres,status,fl_lap_number,fl_time,fl_kph_average,season_race,fl_time_seconds
Hertz Team JOTA #38,40,13,Hertz Team JOTA,Porsche 963,Hypercar,LeMans,24,2023,244,24:01:06.637,98 Laps,41 Laps,Michelin,Classified,228.0,00:03:28.075000,235.7,LeMans-2023,208.075
Kessel Racing #57,41,10,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2023,254,20:08:23.674,88 Laps,-10 Laps,Michelin,Retired,8.0,00:03:52.468000,211.0,LeMans-2023,232.468
Proton Competition #911,42,11,Proton Competition,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2023,246,19:37:05.142,96 Laps,8 Laps,Michelin,Retired,16.0,00:03:53.056000,210.5,LeMans-2023,233.056
AF Corse #80,43,18,AF Corse,Oreca 07 - Gibson,LMP2,LeMans,24,2023,183,14:31:45.292,159 Laps,63 Laps,Goodyear,Retired,149.0,00:03:39.807000,223.2,LeMans-2023,219.807
Proton Competition #88,44,12,Proton Competition,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2023,170,13:57:04.547,172 Laps,13 Laps,Michelin,Retired,147.0,00:03:51.811000,211.6,LeMans-2023,231.811
Floyd Vanwall Racing Team #4,45,14,Floyd Vanwall Racing Team,Vanwall Vandervell 680,Hypercar,LeMans,24,2023,165,15:11:45.309,177 Laps,5 Laps,Michelin,Retired,125.0,00:03:32.636000,230.7,LeMans-2023,212.636
D'Station Racing #777,46,13,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2023,163,13:41:58.671,179 Laps,2 Laps,Michelin,Retired,149.0,00:03:54.651000,209.0,LeMans-2023,234.651
COOL Racing #47,47,19,COOL Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2023,158,12:41:03.838,184 Laps,5 Laps,Goodyear,Retired,10.0,00:03:37.338000,225.7,LeMans-2023,217.338
Dempsey - Proton Racing #77,48,14,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2023,118,10:31:03.703,224 Laps,40 Laps,Michelin,Retired,89.0,00:03:55.060000,208.7,LeMans-2023,235.06
Inter Europol Competition #32,49,20,Inter Europol Competition,Oreca 07 - Gibson,LMP2,LeMans,24,2023,117,11:07:55.755,225 Laps,1 Laps,Goodyear,Retired,57.0,00:03:39.388000,223.6,LeMans-2023,219.388
Prema Racing #63,50,21,Prema Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2023,113,9:35:28.976,229 Laps,4 Laps,Goodyear,Retired,65.0,00:03:39.270000,223.7,LeMans-2023,219.27
Toyota Gazoo Racing #7,51,15,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,LeMans,24,2023,103,7:58:44.496,239 Laps,10 Laps,Michelin,Retired,12.0,00:03:29.993000,233.6,LeMans-2023,209.993
JMW Motorsport #66,52,15,JMW Motorsport,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2023,89,7:58:43.009,253 Laps,14 Laps,Michelin,Retired,8.0,00:03:53.086000,210.5,LeMans-2023,233.086
Racing Team Turkey #923,53,22,Racing Team Turkey,Oreca 07 - Gibson,LMP2,LeMans,24,2023,87,7:50:02.331,255 Laps,2 Laps,Goodyear,Retired,9.0,00:03:37.594000,225.4,LeMans-2023,217.594
Porsche Penske Motorsport #75,54,16,Porsche Penske Motorsport,Porsche 963,Hypercar,LeMans,24,2023,84,6:44:44.339,258 Laps,3 Laps,Michelin,Retired,12.0,00:03:29.916000,233.7,LeMans-2023,209.916
TF Sport #72,55,16,TF Sport,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2023,58,5:15:31.186,284 Laps,26 Laps,Michelin,Retired,14.0,00:03:55.043000,208.7,LeMans-2023,235.043
Richard Mille AF Corse #83,56,17,Richard Mille AF Corse,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2023,33,2:46:32.766,309 Laps,25 Laps,Michelin,Retired,8.0,00:03:52.485000,211.0,LeMans-2023,232.485
Iron Lynx #60,57,18,Iron Lynx,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2023,28,2:20:55.129,314 Laps,5 Laps,Michelin,Retired,8.0,00:03:51.385000,212.0,LeMans-2023,231.385
Proton Competition #16,58,19,Proton Competition,Porsche 911 RSR - 19,LMGTE Am,LeMans,24,2023,28,2:20:56.968,314 Laps,1.839,Michelin,Retired,10.0,00:03:58.707000,205.5,LeMans-2023,238.707
GMB Motorsport #55,59,20,GMB Motorsport,Aston Martin Vantage AMR,LMGTE Am,LeMans,24,2023,21,1:45:27.414,321 Laps,7 Laps,Michelin,Retired,17.0,00:03:56.189000,207.7,LeMans-2023,236.189
AF Corse #21,60,21,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,LeMans,24,2023,21,1:45:27.935,321 Laps,0.521,Michelin,Retired,11.0,00:03:54.797000,208.9,LeMans-2023,234.797
Tower Motorsports #13,61,23,Tower Motorsports,Oreca 07 - Gibson,LMP2,LeMans,24,2023,19,1:34:25.191,323 Laps,2 Laps,Goodyear,Retired,10.0,00:03:39.086000,223.9,LeMans-2023,219.086
Nielsen Racing #14,62,24,Nielsen Racing,Oreca 07 - Gibson,LMP2,LeMans,24,2023,18,1:27:23.328,324 Laps,1 Laps,Goodyear,Retired,13.0,00:03:44.189000,218.8,LeMans-2023,224.189
Toyota Gazoo Racing #7,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Spa,6,2023,148,6:00:24.798,0,0,Michelin,Classified,128.0,00:02:02.327000,206.1,Spa-2023,122.327
Toyota Gazoo Racing #8,2,2,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Spa,6,2023,148,6:00:36.435,11.637,11.637,Michelin,Classified,113.0,00:02:05.284000,201.3,Spa-2023,125.284
Ferrari AF Corse #51,3,3,Ferrari AF Corse,Ferrari 499P,Hypercar,Spa,6,2023,148,6:01:34.237,1'09.439,57.802,Michelin,Classified,116.0,00:02:03.868000,203.6,Spa-2023,123.868
Porsche Penske Motorsport #5,4,4,Porsche Penske Motorsport,Porsche 963,Hypercar,Spa,6,2023,148,6:01:37.062,1'12.264,2.825,Michelin,Classified,128.0,00:02:06.803000,198.8,Spa-2023,126.803
Cadillac Racing #2,5,5,Cadillac Racing,Cadillac V-Series.R,Hypercar,Spa,6,2023,147,6:00:47.686,1 Laps,1 Laps,Michelin,Classified,116.0,00:02:04.906000,201.9,Spa-2023,124.906
Hertz Team JOTA #38,6,6,Hertz Team JOTA,Porsche 963,Hypercar,Spa,6,2023,147,6:01:52.235,1 Laps,1'04.549,Michelin,Classified,66.0,00:02:05.427000,201.0,Spa-2023,125.427
Team WRT #41,7,1,Team WRT,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:00:49.302,2 Laps,1 Laps,Goodyear,Classified,93.0,00:02:07.611000,197.6,Spa-2023,127.611
United Autosports #23,8,2,United Autosports,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:00:55.344,2 Laps,6.042,Goodyear,Classified,115.0,00:02:08.430000,196.3,Spa-2023,128.43
Inter Europol Competition #34,9,3,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:01:04.759,2 Laps,9.415,Goodyear,Classified,132.0,00:02:06.752000,198.9,Spa-2023,126.752
Prema Racing #9,10,4,Prema Racing,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:01:12.408,2 Laps,7.649,Goodyear,Classified,92.0,00:02:08.361000,196.4,Spa-2023,128.361
United Autosports #22,11,5,United Autosports,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:01:16.618,2 Laps,4.210,Goodyear,Classified,92.0,00:02:07.501000,197.8,Spa-2023,127.501
Team WRT #31,12,6,Team WRT,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:01:17.288,2 Laps,0.670,Goodyear,Classified,72.0,00:02:08.346000,196.5,Spa-2023,128.346
Glickenhaus Racing #708,13,7,Glickenhaus Racing,Glickenhaus 007,Hypercar,Spa,6,2023,146,6:01:25.443,2 Laps,8.155,Michelin,Classified,113.0,00:02:05.754000,200.5,Spa-2023,125.754
Peugeot TotalEnergies #93,14,8,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Spa,6,2023,146,6:01:27.539,2 Laps,2.096,Michelin,Classified,115.0,00:02:05.212000,201.4,Spa-2023,125.212
Alpine Elf Team #36,15,7,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:01:51.449,2 Laps,23.910,Goodyear,Classified,115.0,00:02:06.732000,199.0,Spa-2023,126.732
Alpine Elf Team #35,16,8,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Spa,6,2023,146,6:02:08.648,2 Laps,17.199,Goodyear,Classified,114.0,00:02:07.312000,198.1,Spa-2023,127.312
Peugeot TotalEnergies #94,17,9,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Spa,6,2023,146,6:02:18.532,2 Laps,9.884,Michelin,Classified,38.0,00:02:05.992000,200.1,Spa-2023,125.992
JOTA #28,18,9,JOTA,Oreca 07 - Gibson,LMP2,Spa,6,2023,145,6:01:48.641,3 Laps,1 Laps,Goodyear,Classified,115.0,00:02:07.264000,198.1,Spa-2023,127.264
Prema Racing #63,19,10,Prema Racing,Oreca 07 - Gibson,LMP2,Spa,6,2023,144,6:00:40.619,4 Laps,1 Laps,Goodyear,Classified,72.0,00:02:07.884000,197.2,Spa-2023,127.884
Richard Mille AF Corse #83,20,1,Richard Mille AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Spa,6,2023,140,6:02:16.459,8 Laps,4 Laps,Michelin,Classified,95.0,00:02:14.829000,187.0,Spa-2023,134.829
Corvette Racing #33,21,2,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Am,Spa,6,2023,140,6:02:35.112,8 Laps,18.653,Michelin,Classified,96.0,00:02:15.873000,185.6,Spa-2023,135.873
ORT by TF #25,22,3,ORT by TF,Aston Martin Vantage AMR,LMGTE Am,Spa,6,2023,140,6:02:35.361,8 Laps,0.249,Michelin,Classified,122.0,00:02:16.051000,185.3,Spa-2023,136.051
Proton Competition #88,23,4,Proton Competition,Porsche 911 RSR - 19,LMGTE Am,Spa,6,2023,139,6:00:34.566,9 Laps,1 Laps,Michelin,Classified,121.0,00:02:16.174000,185.2,Spa-2023,136.174
Iron Dames #85,24,5,Iron Dames,Porsche 911 RSR - 19,LMGTE Am,Spa,6,2023,139,6:00:45.035,9 Laps,10.469,Michelin,Classified,122.0,00:02:15.362000,186.3,Spa-2023,135.362
AF Corse #21,25,6,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Spa,6,2023,139,6:00:48.012,9 Laps,2.977,Michelin,Classified,119.0,00:02:17.175000,183.8,Spa-2023,137.175
Northwest AMR #98,26,7,Northwest AMR,Aston Martin Vantage AMR,LMGTE Am,Spa,6,2023,139,6:01:13.190,9 Laps,25.178,Michelin,Classified,98.0,00:02:16.610000,184.6,Spa-2023,136.61
Kessel Racing #57,27,8,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,Spa,6,2023,139,6:02:06.031,9 Laps,52.841,Michelin,Classified,124.0,00:02:15.198000,186.5,Spa-2023,135.198
Dempsey - Proton Racing #77,28,9,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Spa,6,2023,138,6:00:40.970,10 Laps,1 Laps,Michelin,Classified,94.0,00:02:16.429000,184.8,Spa-2023,136.429
D'Station Racing #777,29,10,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,Spa,6,2023,138,6:01:47.519,10 Laps,1'06.549,Michelin,Classified,122.0,00:02:16.714000,184.4,Spa-2023,136.714
Iron Lynx #60,30,11,Iron Lynx,Porsche 911 RSR - 19,LMGTE Am,Spa,6,2023,137,6:02:24.593,11 Laps,1 Laps,Michelin,Classified,122.0,00:02:15.459000,186.1,Spa-2023,135.459
GR Racing #86,31,12,GR Racing,Porsche 911 RSR - 19,LMGTE Am,Spa,6,2023,136,6:00:48.900,12 Laps,1 Laps,Michelin,Classified,44.0,00:02:15.690000,185.8,Spa-2023,135.69
AF Corse #54,32,13,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Spa,6,2023,79,3:41:39.046,69 Laps,57 Laps,Michelin,Not classified,74.0,00:02:17.010000,184.0,Spa-2023,137.01
Ferrari AF Corse #50,33,10,Ferrari AF Corse,Ferrari 499P,Hypercar,Spa,6,2023,106,4:21:39.687,42 Laps,-27 Laps,Michelin,Retired,66.0,00:02:04.694000,202.2,Spa-2023,124.694
Floyd Vanwall Racing Team #4,34,11,Floyd Vanwall Racing Team,Vanwall Vandervell 680,Hypercar,Spa,6,2023,80,3:29:16.461,68 Laps,26 Laps,Michelin,Retired,32.0,00:02:08.980000,195.5,Spa-2023,128.98
Porsche Penske Motorsport #6,35,12,Porsche Penske Motorsport,Porsche 963,Hypercar,Spa,6,2023,53,2:12:25.146,95 Laps,27 Laps,Michelin,Retired,32.0,00:02:06.217000,199.8,Spa-2023,126.217
Cadillac Racing #3,36,13,Cadillac Racing,Cadillac V-Series.R,Hypercar,Spa,6,2023,40,1:36:58.531,108 Laps,13 Laps,Michelin,Retired,20.0,00:02:06.727000,199.0,Spa-2023,126.727
Vector Sport #10,37,11,Vector Sport,Oreca 07 - Gibson,LMP2,Spa,6,2023,14,38:45.308,134 Laps,26 Laps,Goodyear,Retired,14.0,00:02:11.258000,192.1,Spa-2023,131.258
Toyota Gazoo Racing #7,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Monza,6,2023,200,6:00:31.922,0,0,Michelin,Classified,180.0,00:01:36.696000,215.7,Monza-2023,96.696
Ferrari AF Corse #50,2,2,Ferrari AF Corse,Ferrari 499P,Hypercar,Monza,6,2023,200,6:00:48.442,16.520,16.520,Michelin,Classified,149.0,00:01:36.753000,215.5,Monza-2023,96.753
Peugeot TotalEnergies #93,3,3,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Monza,6,2023,200,6:01:50.101,1'18.179,1'01.659,Michelin,Classified,181.0,00:01:37.239000,214.5,Monza-2023,97.239
Porsche Penske Motorsport #5,4,4,Porsche Penske Motorsport,Porsche 963,Hypercar,Monza,6,2023,199,6:01:06.073,1 Laps,1 Laps,Michelin,Classified,151.0,00:01:37.350000,214.2,Monza-2023,97.35
Ferrari AF Corse #51,5,5,Ferrari AF Corse,Ferrari 499P,Hypercar,Monza,6,2023,199,6:01:39.046,1 Laps,32.973,Michelin,Classified,166.0,00:01:36.984000,215.0,Monza-2023,96.984
Toyota Gazoo Racing #8,6,6,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Monza,6,2023,199,6:01:42.368,1 Laps,3.322,Michelin,Classified,192.0,00:01:36.802000,215.4,Monza-2023,96.802
Porsche Penske Motorsport #6,7,7,Porsche Penske Motorsport,Porsche 963,Hypercar,Monza,6,2023,199,6:01:56.338,1 Laps,13.970,Michelin,Classified,182.0,00:01:37.395000,214.1,Monza-2023,97.395
Glickenhaus Racing #708,8,8,Glickenhaus Racing,Glickenhaus 007,Hypercar,Monza,6,2023,199,6:02:04.398,1 Laps,8.060,Michelin,Classified,189.0,00:01:37.861000,213.1,Monza-2023,97.861
Hertz Team JOTA #38,9,9,Hertz Team JOTA,Porsche 963,Hypercar,Monza,6,2023,198,6:01:10.289,2 Laps,1 Laps,Michelin,Classified,150.0,00:01:37.290000,214.4,Monza-2023,97.29
Cadillac Racing #2,10,10,Cadillac Racing,Cadillac V-Series.R,Hypercar,Monza,6,2023,198,6:01:24.273,2 Laps,13.984,Michelin,Classified,172.0,00:01:37.251000,214.4,Monza-2023,97.251
JOTA #28,11,1,JOTA,Oreca 07 - Gibson,LMP2,Monza,6,2023,193,6:01:50.362,7 Laps,5 Laps,Goodyear,Classified,161.0,00:01:40.915000,206.7,Monza-2023,100.915
Alpine Elf Team #36,12,2,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:00:42.430,8 Laps,1 Laps,Goodyear,Classified,145.0,00:01:40.683000,207.1,Monza-2023,100.683
Team WRT #41,13,3,Team WRT,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:00:48.187,8 Laps,5.757,Goodyear,Classified,151.0,00:01:40.957000,206.6,Monza-2023,100.957
United Autosports #23,14,4,United Autosports,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:00:49.075,8 Laps,0.888,Goodyear,Classified,77.0,00:01:41.332000,205.8,Monza-2023,101.332
Inter Europol Competition #34,15,5,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:01:06.236,8 Laps,17.161,Goodyear,Classified,81.0,00:01:41.325000,205.8,Monza-2023,101.325
United Autosports #22,16,6,United Autosports,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:01:20.792,8 Laps,14.556,Goodyear,Classified,167.0,00:01:40.892000,206.7,Monza-2023,100.892
Prema Racing #63,17,7,Prema Racing,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:01:29.356,8 Laps,8.564,Goodyear,Classified,40.0,00:01:40.902000,206.7,Monza-2023,100.902
Alpine Elf Team #35,18,8,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Monza,6,2023,192,6:01:40.328,8 Laps,10.972,Goodyear,Classified,84.0,00:01:41.226000,206.0,Monza-2023,101.226
Peugeot TotalEnergies #94,19,11,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Monza,6,2023,191,6:00:44.720,9 Laps,1 Laps,Michelin,Classified,150.0,00:01:36.916000,215.2,Monza-2023,96.916
Floyd Vanwall Racing Team #4,20,12,Floyd Vanwall Racing Team,Vanwall Vandervell 680,Hypercar,Monza,6,2023,191,6:00:44.856,9 Laps,0.136,Michelin,Classified,156.0,00:01:39.676000,209.2,Monza-2023,99.676
Prema Racing #9,21,9,Prema Racing,Oreca 07 - Gibson,LMP2,Monza,6,2023,191,6:01:11.165,9 Laps,26.309,Goodyear,Classified,149.0,00:01:40.688000,207.1,Monza-2023,100.688
Dempsey - Proton Racing #77,22,1,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Monza,6,2023,185,6:02:06.876,15 Laps,6 Laps,Michelin,Classified,166.0,00:01:47.122000,194.7,Monza-2023,107.122
Iron Lynx #60,23,2,Iron Lynx,Porsche 911 RSR - 19,LMGTE Am,Monza,6,2023,185,6:02:18.060,15 Laps,11.184,Michelin,Classified,165.0,00:01:47.124000,194.7,Monza-2023,107.124
GR Racing #86,24,3,GR Racing,Porsche 911 RSR - 19,LMGTE Am,Monza,6,2023,184,6:01:29.781,16 Laps,1 Laps,Michelin,Classified,142.0,00:01:47.158000,194.6,Monza-2023,107.158
Corvette Racing #33,25,4,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Am,Monza,6,2023,184,6:01:40.732,16 Laps,10.951,Michelin,Classified,164.0,00:01:47.083000,194.8,Monza-2023,107.083
Iron Dames #85,26,5,Iron Dames,Porsche 911 RSR - 19,LMGTE Am,Monza,6,2023,184,6:02:04.443,16 Laps,23.711,Michelin,Classified,174.0,00:01:47.411000,194.2,Monza-2023,107.411
Richard Mille AF Corse #83,27,6,Richard Mille AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Monza,6,2023,183,6:00:40.365,17 Laps,1 Laps,Michelin,Classified,161.0,00:01:47.096000,194.7,Monza-2023,107.096
ORT by TF #25,28,7,ORT by TF,Aston Martin Vantage AMR,LMGTE Am,Monza,6,2023,183,6:01:06.219,17 Laps,25.854,Michelin,Classified,145.0,00:01:47.985000,193.1,Monza-2023,107.985
Project 1 - AO #56,29,8,Project 1 - AO,Porsche 911 RSR - 19,LMGTE Am,Monza,6,2023,183,6:01:25.887,17 Laps,19.668,Michelin,Classified,174.0,00:01:46.863000,195.2,Monza-2023,106.863
AF Corse #21,30,9,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Monza,6,2023,182,6:01:52.526,18 Laps,1 Laps,Michelin,Classified,173.0,00:01:47.953000,193.2,Monza-2023,107.953
AF Corse #54,31,10,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Monza,6,2023,180,6:00:41.975,20 Laps,2 Laps,Michelin,Classified,167.0,00:01:47.434000,194.1,Monza-2023,107.434
Team WRT #31,32,10,Team WRT,Oreca 07 - Gibson,LMP2,Monza,6,2023,179,5:38:02.857,21 Laps,1 Laps,Goodyear,Not classified,147.0,00:01:40.714000,207.1,Monza-2023,100.714
Proton Competition #99,33,13,Proton Competition,Porsche 963,Hypercar,Monza,6,2023,134,4:04:39.852,66 Laps,45 Laps,Michelin,Retired,109.0,00:01:37.530000,213.8,Monza-2023,97.53
Kessel Racing #57,34,11,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,Monza,6,2023,70,2:23:59.801,130 Laps,64 Laps,Michelin,Retired,54.0,00:01:49.994000,189.6,Monza-2023,109.994
Vector Sport #10,35,11,Vector Sport,Oreca 07 - Gibson,LMP2,Monza,6,2023,66,2:05:47.924,134 Laps,4 Laps,Goodyear,Retired,52.0,00:01:41.666000,205.1,Monza-2023,101.666
D'Station Racing #777,36,12,D'Station Racing,Aston Martin Vantage AMR,LMGTE Am,Monza,6,2023,7,13:06.475,193 Laps,59 Laps,Michelin,Retired,4.0,00:01:49.805000,189.9,Monza-2023,109.805
Toyota Gazoo Racing #7,1,1,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Fuji,6,2023,229,6:01:17.551,0,0,Michelin,Classified,195.0,00:01:30.780000,181.0,Fuji-2023,90.78
Toyota Gazoo Racing #8,2,2,Toyota Gazoo Racing,Toyota GR010 HYBRID,Hypercar,Fuji,6,2023,229,6:01:56.670,39.119,39.119,Michelin,Classified,7.0,00:01:31.059000,180.4,Fuji-2023,91.059
Porsche Penske Motorsport #6,3,3,Porsche Penske Motorsport,Porsche 963,Hypercar,Fuji,6,2023,229,6:02:05.319,47.768,8.649,Michelin,Classified,7.0,00:01:30.878000,180.8,Fuji-2023,90.878
Ferrari AF Corse #50,4,4,Ferrari AF Corse,Ferrari 499P,Hypercar,Fuji,6,2023,228,6:01:34.301,1 Laps,1 Laps,Michelin,Classified,8.0,00:01:30.967000,180.6,Fuji-2023,90.967
Ferrari AF Corse #51,5,5,Ferrari AF Corse,Ferrari 499P,Hypercar,Fuji,6,2023,228,6:01:55.461,1 Laps,21.160,Michelin,Classified,6.0,00:01:30.918000,180.7,Fuji-2023,90.918
Hertz Team JOTA #38,6,6,Hertz Team JOTA,Porsche 963,Hypercar,Fuji,6,2023,228,6:02:27.539,1 Laps,32.078,Michelin,Classified,172.0,00:01:31.301000,179.9,Fuji-2023,91.301
Peugeot TotalEnergies #94,7,7,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Fuji,6,2023,228,6:02:37.173,1 Laps,9.634,Michelin,Classified,108.0,00:01:31.555000,179.4,Fuji-2023,91.555
Peugeot TotalEnergies #93,8,8,Peugeot TotalEnergies,Peugeot 9X8,Hypercar,Fuji,6,2023,226,6:02:38.451,3 Laps,2 Laps,Michelin,Classified,83.0,00:01:31.789000,179.0,Fuji-2023,91.789
Proton Competition #99,9,9,Proton Competition,Porsche 963,Hypercar,Fuji,6,2023,221,6:01:53.868,8 Laps,5 Laps,Michelin,Classified,81.0,00:01:31.525000,179.5,Fuji-2023,91.525
Cadillac Racing #2,10,10,Cadillac Racing,Cadillac V-Series.R,Hypercar,Fuji,6,2023,219,6:01:37.897,10 Laps,2 Laps,Michelin,Classified,9.0,00:01:31.600000,179.3,Fuji-2023,91.6
Team WRT #41,11,1,Team WRT,Oreca 07 - Gibson,LMP2,Fuji,6,2023,219,6:02:45.436,10 Laps,1'07.539,Goodyear,Classified,59.0,00:01:34.460000,173.9,Fuji-2023,94.46
United Autosports #22,12,2,United Autosports,Oreca 07 - Gibson,LMP2,Fuji,6,2023,218,6:01:24.989,11 Laps,1 Laps,Goodyear,Classified,5.0,00:01:34.127000,174.5,Fuji-2023,94.127
Team WRT #31,13,3,Team WRT,Oreca 07 - Gibson,LMP2,Fuji,6,2023,218,6:01:26.023,11 Laps,1.034,Goodyear,Classified,59.0,00:01:34.541000,173.8,Fuji-2023,94.541
United Autosports #23,14,4,United Autosports,Oreca 07 - Gibson,LMP2,Fuji,6,2023,218,6:01:40.908,11 Laps,14.885,Goodyear,Classified,6.0,00:01:34.466000,173.9,Fuji-2023,94.466
Alpine Elf Team #36,15,5,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Fuji,6,2023,218,6:01:59.051,11 Laps,18.143,Goodyear,Classified,183.0,00:01:34.210000,174.4,Fuji-2023,94.21
JOTA #28,16,6,JOTA,Oreca 07 - Gibson,LMP2,Fuji,6,2023,218,6:02:25.262,11 Laps,26.211,Goodyear,Classified,46.0,00:01:34.351000,174.1,Fuji-2023,94.351
Vector Sport #10,17,7,Vector Sport,Oreca 07 - Gibson,LMP2,Fuji,6,2023,217,6:01:24.513,12 Laps,1 Laps,Goodyear,Classified,168.0,00:01:34.851000,173.2,Fuji-2023,94.851
Prema Racing #9,18,8,Prema Racing,Oreca 07 - Gibson,LMP2,Fuji,6,2023,217,6:01:48.061,12 Laps,23.548,Goodyear,Classified,62.0,00:01:35.024000,172.9,Fuji-2023,95.024
Inter Europol Competition #34,19,9,Inter Europol Competition,Oreca 07 - Gibson,LMP2,Fuji,6,2023,217,6:01:53.063,12 Laps,5.002,Goodyear,Classified,179.0,00:01:34.172000,174.4,Fuji-2023,94.172
Prema Racing #63,20,10,Prema Racing,Oreca 07 - Gibson,LMP2,Fuji,6,2023,216,6:01:56.883,13 Laps,1 Laps,Goodyear,Classified,73.0,00:01:35.100000,172.7,Fuji-2023,95.1
Alpine Elf Team #35,21,11,Alpine Elf Team,Oreca 07 - Gibson,LMP2,Fuji,6,2023,216,6:02:27.075,13 Laps,30.192,Goodyear,Classified,92.0,00:01:35.221000,172.5,Fuji-2023,95.221
Floyd Vanwall Racing Team #4,22,11,Floyd Vanwall Racing Team,Vanwall Vandervell 680,Hypercar,Fuji,6,2023,211,6:01:20.704,18 Laps,5 Laps,Michelin,Classified,6.0,00:01:32.681000,177.2,Fuji-2023,92.681
AF Corse #54,23,1,AF Corse,Ferrari 488 GTE Evo,LMGTE Am,Fuji,6,2023,210,6:01:32.287,19 Laps,1 Laps,Michelin,Classified,175.0,00:01:38.686000,166.5,Fuji-2023,98.686
Corvette Racing #33,24,2,Corvette Racing,Chevrolet Corvette C8.R,LMGTE Am,Fuji,6,2023,210,6:01:55.080,19 Laps,22.793,Michelin,Classified,143.0,00:01:38.856000,166.2,Fuji-2023,98.856
Kessel Racing #57,25,3,Kessel Racing,Ferrari 488 GTE Evo,LMGTE Am,Fuji,6,2023,210,6:02:01.307,19 Laps,6.227,Michelin,Classified,143.0,00:01:38.979000,166.0,Fuji-2023,98.979
Iron Dames #85,26,4,Iron Dames,Porsche 911 RSR - 19,LMGTE Am,Fuji,6,2023,210,6:02:09.616,19 Laps,8.309,Michelin,Classified,180.0,00:01:38.799000,166.3,Fuji-2023,98.799
Project 1 - AO #56,27,5,Project 1 - AO,Porsche 911 RSR - 19,LMGTE Am,Fuji,6,2023,210,6:02:35.356,19 Laps,25.740,Michelin,Classified,188.0,00:01:38.546000,166.7,Fuji-2023,98.546
Dempsey - Proton Racing #77,28,6,Dempsey - Proton Racing,Porsche 911 RSR - 19,LMGTE Am,Fuji,6,2023,210,6:02:49.358,19 Laps,14.002,Michelin,Classified,145.0,00:01:38.659000,166.5,Fuji-2023,98.659
Northwest AMR #98,29,7,Northwest AMR,Aston Martin Vantage AMR,LMGTE Am,Fuji,6,2023,210,6:02:53.100,19 Laps,3.742,Michelin,Classified,183.0,00:01:39.083000,165.8,Fuji-2023,99.083
